MONTH,Rg,T,NEE,VPD,H,LE,SW_OUT,LW_IN,LW_OUT,PREC
7.0,679.97,22.51,-10.1431,15.889,273.744,239.512,68.47,365.03,440.02,0.0
7.0,198.53,21.53,-4.07011,17.209,4.23,75.362,15.53,363.46,428.38,0.0
7.0,561.65,22.88,-7.6326800000000015,17.215,170.75799999999995,244.85,56.75,361.7,442.24,0.0
7.0,569.22,21.93,-13.2402,11.112,256.435,217.983,58.84,347.36,431.99,0.0
7.0,616.54,22.11,-13.2212,12.425,233.785,200.973,63.74,348.27,433.69,0.0
7.0,654.15,22.75,-14.491,13.738,325.317,260.263,67.55,350.5,438.56,0.0
7.0,685.56,23.22,-11.8135,15.05,303.139,221.7,70.2,353.27,442.5,0.0
7.0,694.95,23.54,-7.49785,16.363,186.379,93.334,71.11,354.3,444.02,0.0
7.0,718.41,23.81,-10.6025,16.855,286.376,189.233,72.63,356.18,446.89,0.0
7.0,686.58,24.09,-9.05436,17.347,256.265,169.982,67.72,358.24,447.85,0.0
7.0,649.93,24.33,-9.26174,17.839000000000006,331.5130000000001,219.646,66.77,364.42,449.7,0.0
7.0,562.59,24.29,-10.6337,18.331,258.648,182.81,57.94,368.52,448.16,0.0
7.0,450.41,24.07,-8.28314,18.822,178.25400000000005,128.811,45.98,378.53,445.79,0.0
7.0,383.04,24.48,-8.46804,18.817,146.845,144.826,40.79,381.08,448.26,0.0
7.0,352.73,23.81,-7.14986,16.519000000000002,137.70600000000002,172.218,35.68,398.74,443.84,0.0
7.0,638.97,25.9,-8.135539999999999,20.086,310.153,198.694,62.95,396.59,459.69,0.0
7.0,653.91,25.91,-6.891769999999998,20.151,275.331,320.586,62.1,375.65,460.9,0.0
7.0,623.62,26.11,-8.06981,20.216,249.136,247.378,59.09,375.8,461.78,0.0
7.0,167.08,15.86,-5.94291,4.976,54.244,62.039,18.81,384.97,396.95,0.0
7.0,128.83,15.46,-4.90057,5.81,43.29,33.602,14.4,383.86,394.69,0.0
7.0,119.12,15.12,-4.43109,6.645,53.892,34.178000000000004,13.82,382.63,392.82,0.0
7.0,143.09,14.9,-8.784469999999999,7.479,52.182,35.527,16.67,381.02,391.85,0.0
7.0,309.6,19.638,-19.0504,8.314,177.34900000000005,89.07799999999997,33.16,381.93,397.23,0.0
7.0,220.69,18.898,-10.3966,9.286,121.216,102.346,22.42,379.1,392.4,0.0
7.0,340.24,15.16,-21.1786,10.258,201.897,121.138,38.38,378.28,396.01,0.0
7.0,587.02,16.07,-16.0009,11.231,224.113,158.737,64.97,331.13,403.11,0.0
7.0,757.45,17.54,-13.501,12.203,293.926,147.282,76.96,318.85,412.71,0.0
7.0,736.33,18.35,-13.2009,13.175,346.735,194.691,74.43,320.75,416.59,0.0
7.0,715.04,18.81,-15.6626,14.148,328.57199999999995,228.065,71.81,320.02,418.51,0.0
7.0,679.45,19.14,-13.4478,14.114,285.0440000000001,215.114,68.65,321.94,420.51,0.0
7.0,640.58,19.37,-16.3908,14.08,319.249,316.962,64.99,321.55,421.07,0.0
7.0,595.64,19.38,-13.7868,14.046,339.648,258.275,62.42,321.41,420.97,0.0
7.0,588.3,16.18,-13.3158,7.937,245.836,221.878,61.91,310.31,401.26,0.0
7.0,631.8,16.74,-13.8296,8.852,218.139,166.815,64.95,311.42,404.78,0.0
7.0,676.91,17.38,-13.5771,9.767,238.54,219.72,69.85,314.5,408.82,0.0
7.0,710.11,18.1,-17.402,10.682,356.095,274.187,73.81,317.85,413.63,0.0
7.0,657.02,18.28,-14.6892,11.597,281.571,206.937,67.17,318.95,415.1,0.0
7.0,742.62,18.92,-14.3215,12.362,329.815,226.401,76.26,321.6,420.18,0.0
7.0,744.05,19.34,-14.51,13.126,375.676,261.517,75.63,322.41,422.66,0.0
7.0,742.39,19.67,-9.99946,13.890999999999998,400.043,156.893,73.86,325.23,425.71,0.0
7.0,740.33,20.33,-14.1935,14.655,417.105,265.728,72.5,327.46,429.22,0.0
7.0,719.71,20.53,-10.7498,15.42,360.736,231.553,71.07,327.38,430.25,0.0
7.0,702.84,21.16,-10.3505,16.184,447.861,286.18,67.62,328.83,432.55,0.0
7.0,669.48,21.13,-8.70154,16.31,359.215,203.97,64.2,330.34,432.93,0.0
7.0,633.91,21.51,-5.54793,16.435,341.1330000000001,210.405,62.07,331.96,434.56,0.0
7.0,586.93,21.42,-8.40002,16.56,361.401,212.938,58.98,331.89,433.11,0.0
7.0,431.39,17.73,-16.3064,9.658,119.534,212.504,44.36,339.51,410.36,0.0
7.0,563.51,18.88,-21.2941,10.585,219.537,226.146,60.03,347.4,417.03,0.0
7.0,649.05,19.7,-18.3303,11.513,263.405,163.854,69.58,349.68,423.21,0.0
7.0,797.852,21.1,-24.9603,13.954,421.036,330.391,83.23,357.03,433.93,0.0
7.0,645.33,21.44,-18.5287,14.54,330.331,283.298,66.36,348.47,432.82,0.0
7.0,412.35,20.79,-11.5073,15.126,82.221,123.141,43.1,357.46,427.3,0.0
7.0,338.95,20.65,-11.6879,15.711,58.88,155.849,34.71,360.97,425.67,0.0
7.0,239.67,20.45,-7.68295,16.297,24.13,94.858,25.62,369.8,423.2,0.0
7.0,263.87,20.69,-9.7249,16.883,42.152,210.531,25.56,376.65,425.43,0.0
7.0,259.78,20.97,-7.60169,16.750999999999998,36.343,101.441,26.32,380.95,426.34,0.0
7.0,200.46,20.74,-8.229,16.619,40.105,134.216,19.41,379.06,423.99,0.0
7.0,329.16,21.09,-12.6261,16.487000000000002,109.851,151.65200000000004,33.37,374.02,428.0,0.0
7.0,164.25,19.07,-6.44126,6.2570000000000014,29.426,57.893,16.65,388.62,415.01,0.0
7.0,153.83,19.31,-4.8868800000000014,7.033,20.613000000000003,64.545,14.74,390.96,416.2,0.0
7.0,261.38,20.1,-16.9989,9.362,59.815,177.433,27.49,395.19,422.28,0.0
7.0,350.97,21.34,-13.719,9.912,52.515,229.272,36.56,394.59,429.94,0.0
7.0,341.83,22.2,-14.5517,10.462,39.028,150.464,36.04,399.7,433.78,0.0
7.0,707.17,24.89,-15.5738,11.561,262.349,231.523,74.39,381.62,452.84,0.0
7.0,692.0,25.24,-15.9066,12.111,267.692,205.41,73.17,388.21,454.98,0.0
7.0,599.8,25.7,-13.0139,12.661,202.21,193.664,65.11,383.92,456.96,0.0
7.0,404.15,25.51,-12.6505,11.969,131.769,206.274,44.56,385.96,453.87,0.0
7.0,468.42,25.73,-12.3533,11.277,156.916,183.085,52.31,392.89,456.06,0.0
7.0,494.07,26.01,-13.5358,10.586,201.35,212.451,56.84,395.56,458.15,0.0
7.0,287.13,21.23,-12.9721,4.305,90.777,99.234,32.33,383.29,427.72,0.0
7.0,301.83,21.53,-10.7282,3.667,79.83,138.225,32.96,390.28,429.47,0.0
7.0,373.57,21.94,-18.3533,3.029,139.328,159.09799999999996,41.08,395.42,432.77,0.0
7.0,228.56,21.48,-9.56364,2.391,57.6,84.95100000000002,26.81,403.56,428.34,0.14
7.0,298.09,21.14,-14.3255,1.753,84.18799999999997,126.41,33.37,399.09,427.86,0.0
7.0,187.55,21.26,-6.69434,1.619,39.881,81.71300000000002,19.92,399.87,426.9,0.0
7.0,114.57,20.96,-2.4483,1.484,23.958,56.36,13.4,403.52,424.3,0.04
7.0,128.43,19.83,-2.34304,1.35,32.915,58.63,15.26,393.05,417.67,0.11
7.0,337.31,19.69,-15.3194,1.215,92.206,146.436,38.73,398.0,420.17,0.1
7.0,584.07,21.27,-20.8291,1.081,233.696,269.018,61.54,379.89,431.54,0.0
7.0,605.28,22.19,-20.1518,0.946,301.257,198.056,62.03,388.2,436.15,0.0
7.0,152.0,18.65,-0.31621,1.6,5.608,125.246,20.45,404.02,412.0,1.02
7.0,568.36,21.74,-19.5829,4.799,205.051,205.991,60.56,387.16,431.92,0.0
7.0,406.78,21.64,-13.4334,5.519,99.69,121.496,43.3,393.24,430.19,0.0
7.0,322.67,21.31,-16.0645,6.239,93.137,171.959,34.83,390.3,427.61,0.0
7.0,175.1,20.6,-5.45861,6.957999999999998,9.886,120.317,19.96,401.38,421.58,0.35
7.0,262.49,18.9,-11.1843,6.284,-13.627,128.156,30.4,395.07,414.21,0.09
7.0,455.54,20.68,-17.6049,5.609,108.914,247.384,51.74,390.03,426.23,0.0
7.0,404.02,21.99,-10.5574,4.26,87.22,141.89600000000004,43.19,388.68,431.71,0.0
7.0,240.38,21.36,-7.0271300000000005,3.585,7.718,153.481,25.72,403.0,426.55,0.07
7.0,503.46,20.3,-12.2677,3.369,214.096,275.517,52.95,375.66,423.75,0.0
7.0,197.19,19.62,-6.0720800000000015,3.827,85.024,101.675,24.42,395.82,417.29,0.05
7.0,400.79,20.17,-11.1584,4.285,146.135,105.965,47.58,390.79,422.03,0.0
7.0,238.93,18.12,-10.7228,4.045,74.086,99.765,25.36,373.76,409.53,0.0
7.0,112.45,17.7,-2.62688,4.2,32.894,48.243,12.21,385.08,405.68,0.0
7.0,83.47,16.61,-1.1092,4.355,-2.603,19.255,10.05,379.32,399.29,0.12
7.0,158.27,16.03,-6.65078,4.511,-4.976,38.066,18.36,383.61,397.59,0.32
7.0,236.0,16.15,-10.6994,4.666,-4.832,90.337,27.11,391.68,398.86,0.18
7.0,353.53,16.71,-14.0303,4.165,78.21600000000002,136.776,39.27,394.68,403.17,0.08
7.0,232.43,18.0,-11.2797,2.659,88.962,101.599,23.8,389.66,409.0,0.0
7.0,204.24,17.96,-6.2248800000000015,2.158,56.19600000000001,51.992,22.18,390.21,408.5,0.0
7.0,207.28,18.18,-10.5637,1.656,84.904,58.544,22.52,392.62,409.66,0.0
7.0,428.61,18.72,-15.9812,2.191,158.765,150.991,46.06,378.67,414.52,0.0
7.0,351.21,19.03,-14.6907,2.727,134.95,125.205,37.78,365.58,415.23,0.0
7.0,547.34,19.68,-16.357,5.505,258.937,230.138,58.7,357.43,421.33,0.0
7.0,717.39,20.42,-11.6438,6.332000000000002,242.996,262.335,74.57,364.42,426.77,0.0
7.0,595.49,20.5,-9.56105,7.16,222.885,262.696,61.59,356.15,426.25,0.0
7.0,632.12,21.89,-11.0332,9.774,158.325,152.864,65.18,368.4,435.83,0.0
7.0,601.24,22.34,-13.4022,10.369000000000002,195.66,147.804,60.53,392.16,438.52,0.0
7.0,429.49,22.32,-11.2002,10.965,163.868,138.872,48.74,397.28,435.73,0.0
7.0,513.18,22.44,-9.41339,11.561,111.03,132.2,52.35,400.05,437.99,0.0
7.0,355.14,22.55,-11.4198,11.574000000000002,123.648,197.144,34.37,395.46,436.72,0.0
7.0,232.33,22.02,-6.5359099999999986,11.581,36.063,108.369,22.75,396.49,432.32,0.0
7.0,593.92,22.01,-11.9454,9.917,167.247,156.692,-9999.0,359.72,435.42,0.0
7.0,643.8,22.71,-10.7966,10.877,193.609,183.575,-9999.0,363.33,440.39,0.0
7.0,541.35,22.7,-11.7359,11.838,183.325,181.13,-9999.0,367.34,438.65,0.0
7.0,724.62,23.55,-13.8818,12.798,283.244,229.635,-9999.0,371.58,446.6,0.0
7.0,640.03,23.85,-8.99089,13.153,164.12900000000005,198.197,-9999.0,374.45,446.9,0.0
7.0,612.06,23.91,-8.9086,13.508,125.995,100.254,-9999.0,382.87,447.51,0.0
7.0,589.81,23.64,-12.702,13.863,157.494,169.169,-9999.0,381.4,445.04,0.0
7.0,734.81,24.0,-17.1108,14.218,345.98,272.048,-9999.0,383.49,449.46,0.0
7.0,569.35,24.05,-11.1661,14.573,261.81,202.019,-9999.0,379.8,448.5,0.0
7.0,538.92,23.98,-7.73177,14.928,174.65099999999995,187.217,-9999.0,381.97,447.18,0.0
7.0,667.58,24.65,-13.5117,14.366,281.721,238.496,-9999.0,379.06,452.37,0.0
7.0,567.87,24.53,-11.0568,13.805,179.831,178.543,-9999.0,388.32,450.41,0.0
7.0,555.27,21.43,-17.5876,4.703,140.192,339.112,-9999.0,372.45,434.1,0.0
7.0,241.98,21.84,-12.743,4.931,18.173,265.896,-9999.0,396.28,432.41,0.0
7.0,200.33,20.85,-4.64626,4.248,36.566,-20.554,-9999.0,399.19,425.18,0.18
7.0,536.94,22.16,-18.7675,6.436,174.68200000000004,225.378,54.62,359.08,434.05,0.0
7.0,547.14,22.58,-12.2763,6.9110000000000005,144.053,223.474,57.21,361.02,436.45,0.0
7.0,577.65,23.07,-9.61833,7.386,134.875,246.75,59.08,364.06,439.65,0.0
7.0,677.84,24.19,-9.99191,8.336,236.436,334.55,69.98,364.69,447.51,0.0
7.0,697.37,24.6,-10.0688,8.717,222.888,291.137,69.69,365.43,450.02,0.0
7.0,649.42,24.69,-9.94638,9.097,217.829,292.376,64.81,366.24,450.37,0.0
7.0,675.49,25.05,-10.2094,9.478,230.084,219.001,66.96,369.7,452.59,0.0
7.0,421.86,24.3,-10.1082,9.858,84.43299999999998,187.574,41.26,370.28,445.92,0.0
7.0,537.41,24.63,-8.323789999999999,10.239,170.055,306.76,48.85,377.61,450.56,0.0
7.0,553.75,25.42,-9.90245,10.619000000000002,167.65099999999995,222.848,53.72,385.29,453.9,0.0
7.0,418.48,24.28,-11.1031,9.347,142.528,66.971,43.67,385.96,445.9,0.0
7.0,540.7,21.98,-15.3006,9.182,125.078,220.735,58.61,347.66,432.18,0.0
7.0,587.07,22.58,-10.837,10.25,177.08700000000005,326.596,61.35,349.72,436.51,0.0
7.0,638.98,22.93,-12.1025,11.318,186.93400000000003,211.952,68.15,351.97,438.69,0.0
7.0,594.11,22.87,-10.5241,12.386,204.161,349.09,63.18,353.61,439.03,0.0
7.0,692.38,23.42,-14.5688,13.454,241.683,288.092,71.68,357.49,443.18,0.0
7.0,787.3810000000002,23.91,-13.2677,14.276,274.22700000000003,296.251,80.36,360.93,447.45,0.0
7.0,589.52,23.76,-10.8181,16.743,261.16,315.282,61.59,367.39,445.46,0.0
7.0,574.79,24.0,-8.77533,17.565,239.926,276.833,59.07,370.35,447.08,0.0
7.0,583.36,22.55,-10.7457,11.466,163.474,237.468,-9999.0,351.82,437.88,0.0
7.0,689.8,24.11,-7.3674,15.51,255.237,277.10200000000003,-9999.0,359.37,449.92,0.0
7.0,732.88,24.53,-10.3293,16.198,177.998,180.773,-9999.0,365.14,452.31,0.0
7.0,714.67,24.71,-10.4466,16.886,199.092,192.931,-9999.0,371.51,453.49,0.0
7.0,574.88,24.33,-7.419910000000002,13.35,102.766,157.92600000000004,-9999.0,360.37,447.8,0.0
7.0,614.61,25.1,-5.23928,14.976,163.838,194.773,-9999.0,363.88,453.86,0.0
7.0,648.16,25.61,-10.9158,16.601,207.342,320.967,-9999.0,364.32,456.49,0.0
7.0,670.52,25.81,-8.483130000000001,18.227,166.803,187.726,-9999.0,364.39,458.51,0.0
7.0,686.16,26.39,-8.76403,18.417,189.549,293.69,-9999.0,367.68,462.67,0.0
7.0,700.44,26.6,-9.88608,18.607,218.084,260.283,-9999.0,370.0,464.63,0.0
7.0,704.4,27.06,-8.15547,18.798,162.186,196.345,-9999.0,375.07,467.31,0.0
7.0,730.34,27.53,-8.04395,18.988,175.33599999999996,200.727,-9999.0,381.96,471.16,0.0
7.0,703.76,27.84,-8.38945,19.178,155.983,178.783,-9999.0,382.12,472.05,0.0
7.0,577.89,28.63,-8.54623,20.98,155.935,153.731,-9999.0,383.53,474.48,0.0
7.0,682.76,28.33,-10.4688,19.92,214.895,260.699,-9999.0,392.27,475.83,0.0
7.0,587.75,29.2,-6.5218099999999986,22.195,174.713,218.928,-9999.0,393.98,479.08,0.0
7.0,560.88,24.96,-8.77918,13.892,127.531,282.824,58.89,367.3,452.44,0.0
7.0,601.04,25.56,-9.40753,15.888,150.562,138.42600000000002,64.56,367.02,455.66,0.0
7.0,635.25,26.05,-9.27608,17.885,185.477,182.262,67.92,368.07,459.47,0.0
7.0,649.95,26.33,-9.6162,19.882,184.498,214.866,70.63,366.27,460.93,0.0
7.0,681.86,26.65,-11.9912,20.977,240.638,250.421,73.39,368.37,464.68,0.0
7.0,687.86,27.01,-8.60758,22.073,210.156,195.862,73.67,370.06,466.28,0.0
7.0,690.3,27.33,-9.50474,23.169,212.105,205.712,73.16,370.11,468.29,0.0
7.0,680.81,27.51,-10.6277,24.265,325.783,214.346,71.99,372.63,468.55,0.0
7.0,660.72,27.93,-8.74293,25.361,241.052,153.349,68.6,376.44,471.14,0.0
7.0,623.63,28.03,-8.68539,26.457,242.655,200.454,65.47,376.83,471.57,0.0
7.0,616.91,28.07,-7.8243800000000014,25.743,227.966,217.56,66.63,380.09,472.1,0.0
7.0,531.21,27.99,-7.63968,25.029,193.349,199.565,59.22,380.37,469.7,0.0
7.0,430.42,23.76,-12.5575,8.933,53.4,114.199,46.1,386.89,443.85,0.0
7.0,586.83,24.82,-12.4113,9.893,111.879,138.326,64.58,379.8,451.53,0.0
7.0,640.91,25.67,-12.2839,10.373,177.679,195.2,70.22,382.37,457.36,0.0
7.0,675.92,26.27,-14.5813,10.917,254.261,241.029,74.72,384.83,460.98,0.0
7.0,577.13,26.49,-12.4442,11.461,150.69299999999996,161.865,63.59,404.96,461.28,0.0
7.0,745.169,27.14,-14.6155,12.005,270.767,250.682,81.53,398.06,467.43,0.0
7.0,741.166,27.6,-13.5406,12.549,386.18,272.152,80.91,394.93,468.93,0.0
7.0,508.47,27.26,-10.5469,13.093,268.953,277.103,57.13,399.45,465.66,0.0
7.0,233.58,25.69,-4.9714,13.637,191.25,87.15299999999998,27.58,408.48,453.1,0.0
7.0,532.81,25.86,-12.0122,12.807,188.689,182.331,61.05,393.52,457.07,0.01
7.0,505.73,22.9,-13.8304,5.018,161.292,93.713,52.61,392.51,441.13,0.0
7.0,533.39,23.56,-11.2361,4.839,133.656,147.159,54.57,383.43,445.07,0.0
7.0,557.14,24.43,-13.2587,4.659,144.18200000000004,214.363,57.85,394.63,449.71,0.0
7.0,100.53,23.0,-1.2171299999999998,4.137,18.568,73.44800000000002,12.13,401.23,435.9,0.0
7.0,67.1,22.37,1.31248,3.614,13.132,48.422,6.27,394.24,432.02,0.0
7.0,566.74,24.25,-14.2759,4.726,204.606,199.565,-9999.0,378.856,-9999.0,0.0
7.0,528.83,21.77,-19.1501,5.291,282.155,183.36,-9999.0,381.62,-9999.0,0.0
7.0,539.05,22.48,-14.193,5.636,225.196,190.067,-9999.0,381.615,-9999.0,0.0
7.0,542.13,23.34,-14.8637,5.981,247.164,207.727,-9999.0,381.265,-9999.0,0.0
7.0,447.96,23.2,-15.9263,6.325,175.799,168.145,-9999.0,377.276,-9999.0,0.0
7.0,596.02,24.42,-13.9218,6.569,225.735,213.959,-9999.0,378.687,-9999.0,0.0
7.0,484.25,24.91,-10.2062,7.056,187.837,150.482,50.92,395.28,451.74,0.0
7.0,382.72,24.75,-13.5337,7.3,137.586,158.859,41.94,400.39,449.99,0.0
7.0,400.69,25.17,-10.5132,7.544,210.678,178.72799999999995,38.9,388.03,451.15,0.0
7.0,452.24,25.24,-11.3832,7.787000000000001,218.424,164.512,47.9,386.2,453.61,0.0
7.0,355.19,25.28,-8.420960000000001,8.402000000000001,130.934,113.673,40.02,395.3,452.3,0.0
7.0,565.83,26.0,-13.9631,9.018,254.355,174.025,59.01,398.76,459.58,0.0
7.0,462.72,22.67,-18.3334,8.846,73.017,192.495,52.88,393.56,437.5,0.0
7.0,434.88,23.18,-15.0366,9.814,48.037,178.294,44.15,397.94,440.16,0.0
7.0,284.09,23.24,-13.9258,10.783,47.859,101.823,30.73,410.74,439.57,0.0
7.0,292.82,23.4,-10.8285,11.751,1.859,208.265,32.59,411.05,440.93,0.0
7.0,429.4,24.62,-13.5635,10.8,36.592,227.243,43.83,391.94,447.81,0.0
8.0,588.04,20.91,-12.7946,8.425,130.553,231.813,62.57,356.7,425.87,0.0
8.0,630.77,21.45,-15.7073,9.365,173.468,218.061,70.21,355.08,429.44,0.0
8.0,646.24,21.84,-16.8086,10.305,268.086,355.5630000000001,72.66,356.1,432.32,0.0
8.0,650.56,21.92,-16.305,11.245,208.819,227.372,72.5,362.43,432.92,0.0
8.0,653.13,22.3,-13.9062,11.800999999999998,215.656,301.928,73.19,358.7,435.14,0.0
8.0,703.48,22.81,-12.5713,12.357,219.322,246.965,76.36,356.31,438.5,0.0
8.0,749.965,23.06,-12.4343,12.913,229.855,298.142,78.55,364.09,440.54,0.0
8.0,592.52,22.78,-9.65485,13.47,143.52700000000004,201.032,63.07,358.47,437.32,0.0
8.0,424.19,22.5,-10.3032,14.582,100.331,156.321,46.45,378.14,434.44,0.0
8.0,294.02,21.9,-7.668260000000001,14.532,92.41,150.542,32.45,388.77,430.68,0.0
8.0,552.9,21.58,-12.7103,9.602,160.343,246.681,-9999.0,349.49,430.93,0.0
8.0,628.89,22.75,-13.6076,11.974,173.822,202.998,-9999.0,365.22,438.68,0.0
8.0,453.42,22.3,-11.2585,13.16,116.367,193.396,-9999.0,362.67,435.06,0.0
8.0,625.98,23.24,-14.9951,13.975,229.55,269.663,-9999.0,360.4,442.39,0.0
8.0,631.66,23.59,-16.0627,14.79,261.219,305.0490000000001,-9999.0,381.87,444.71,0.0
8.0,749.0260000000002,24.54,-12.5469,16.419,232.165,211.701,-9999.0,383.04,451.21,0.0
8.0,647.1,24.55,-11.6809,17.234,231.003,239.323,-9999.0,380.03,449.91,0.0
8.0,557.55,24.56,-9.08641,18.049,155.131,180.231,-9999.0,378.93,448.91,0.0
8.0,524.81,24.66,-8.132660000000001,18.003,141.183,221.204,-9999.0,371.2,448.17,0.0
8.0,367.48,21.94,-14.5243,16.673,57.832,198.012,37.78,391.24,433.25,0.0
8.0,508.57,22.84,-23.5272,17.335,135.54399999999998,211.482,52.85,374.76,439.23,0.0
8.0,424.96,23.34,-15.5794,17.996,83.25299999999999,205.758,43.93,373.41,441.26,0.0
8.0,427.29,23.82,-21.1369,18.658,107.755,296.5420000000001,43.99,379.09,444.26,0.0
8.0,425.88,24.31,-18.0389,19.319000000000006,70.116,225.779,45.71,381.35,446.18,0.0
8.0,400.05,24.51,-15.5176,19.139,92.68,217.396,42.61,384.38,447.5,0.0
8.0,423.17,24.84,-14.3072,18.959,102.399,198.124,45.41,385.06,449.39,0.0
8.0,507.87,24.74,-11.8729,11.842,134.274,176.468,58.16,374.08,448.19,0.0
8.0,548.49,25.26,-11.1601,13.2,179.919,164.423,62.39,376.21,451.83,0.0
8.0,578.12,25.87,-11.6997,14.557,210.808,167.143,63.74,379.2,456.13,0.0
8.0,608.4,26.37,-13.3916,15.914,236.203,286.078,67.67,379.7,459.01,0.0
8.0,623.86,26.91,-11.0246,16.65,241.574,249.212,69.05,379.99,462.58,0.0
8.0,633.28,27.29,-9.84844,17.386,264.716,204.886,69.01,381.19,465.33,0.0
8.0,632.87,27.51,-11.5652,18.122,272.906,174.578,69.02,383.29,467.69,0.0
8.0,621.97,27.8,-11.3002,18.857,316.422,230.082,67.39,384.56,469.07,0.0
8.0,604.72,28.06,-10.4088,19.593,286.649,174.601,65.02,386.62,471.19,0.0
8.0,586.59,28.39,-7.36257,20.329,282.255,178.079,62.96,387.47,472.86,0.0
8.0,553.71,28.28,-7.0614300000000005,20.558000000000003,228.064,144.789,59.94,387.7,472.55,0.0
8.0,515.05,28.35,-9.87963,20.788,256.54400000000004,194.348,57.17,387.05,472.24,0.0
8.0,528.54,24.45,-11.822,11.806,178.007,172.574,59.65,367.81,447.83,0.0
8.0,568.52,25.42,-10.1801,13.265,153.947,128.881,62.98,372.23,453.36,0.0
8.0,601.64,26.13,-11.6247,14.725,269.289,228.853,65.53,374.95,458.43,0.0
8.0,324.09,26.25,-7.6627800000000015,17.317,93.6,142.40200000000004,34.82,382.82,455.94,0.0
8.0,457.11,26.56,-7.305239999999999,18.449,111.206,120.283,49.8,388.27,460.22,0.0
8.0,532.79,27.67,-8.80206,20.713,258.046,161.84799999999996,57.36,386.71,467.84,0.0
8.0,501.24,27.43,-7.21012,21.845,198.208,147.899,56.33,384.9,466.1,0.0
8.0,546.77,28.01,-4.97771,22.977,284.159,167.845,57.91,391.85,470.18,0.0
8.0,422.51,27.37,-5.49602,22.893,173.78099999999995,175.017,44.36,386.12,464.96,0.0
8.0,553.69,28.15,-6.2716400000000005,22.808000000000003,278.765,208.294,60.17,388.84,471.52,0.0
8.0,534.04,25.01,-8.341619999999999,13.578,157.78799999999995,257.205,61.45,361.17,449.97,0.0
8.0,566.43,25.62,-10.4898,15.257,222.847,196.065,63.53,364.88,454.06,0.0
8.0,498.7,25.97,-9.75491,16.937,195.076,162.55,54.26,389.8,456.13,0.0
8.0,527.47,26.07,-9.10688,18.616,176.49900000000005,251.117,60.7,379.97,457.93,0.0
8.0,547.24,26.52,-9.60698,19.315,247.56,212.431,59.78,377.14,459.66,0.0
8.0,446.55,26.32,-6.28002,20.013,136.327,192.074,52.81,386.82,459.92,0.0
8.0,535.5,26.7,-10.4592,20.712,223.412,190.148,58.4,379.87,461.79,0.0
8.0,420.16,26.63,-9.72324,21.41,175.50400000000005,103.591,45.8,385.17,460.3,0.0
8.0,474.37,27.15,-7.7146,22.108,176.173,140.8,49.89,391.79,463.99,0.0
8.0,442.66,27.08,-6.709230000000002,22.807,196.235,138.445,47.59,384.71,463.01,0.0
8.0,327.14,26.79,-2.6339900000000003,22.857,179.394,169.261,33.02,376.24,459.62,0.0
8.0,439.76,27.32,-6.26884,22.908,212.371,143.015,48.9,392.73,466.55,0.0
8.0,511.94,25.01,-10.8761,10.758,187.223,136.006,58.85,370.83,451.44,0.0
8.0,335.63,25.63,-4.95443,12.288,101.626,133.237,35.92,387.98,452.49,0.0
8.0,498.24,25.68,-9.86482,13.053,177.28900000000004,167.521,58.52,385.65,455.73,0.0
8.0,593.87,27.02,-7.68155,12.438,229.777,145.44799999999995,65.08,385.96,463.48,0.0
8.0,629.91,26.92,-10.8935,11.824000000000002,303.958,171.69400000000005,69.36,402.7,464.99,0.0
8.0,535.11,27.13,-10.0847,11.209,317.584,197.922,61.67,401.19,464.97,0.0
8.0,608.03,27.78,-9.26941,10.595,370.665,207.2,65.75,404.17,469.61,0.0
8.0,577.37,27.39,-10.2012,9.98,340.849,174.735,63.3,399.54,467.2,0.0
8.0,323.35,26.63,-5.39316,9.366,105.076,113.2,33.78,397.8,458.99,0.0
8.0,96.87,20.11,1.46963,9.228,24.388,75.834,11.2,384.4,419.39,0.08
8.0,460.55,20.33,-13.6492,6.36,152.455,151.877,52.18,358.63,423.09,0.0
8.0,428.48,20.93,-12.553,7.433,145.465,93.393,50.67,363.2,426.78,0.0
8.0,624.92,21.82,-16.7173,8.506,176.535,147.72799999999995,69.24,369.57,434.37,0.0
8.0,500.88,22.38,-10.0326,9.58,126.147,125.832,57.19,384.87,435.4,0.0
8.0,612.21,23.16,-13.4406,10.547,220.304,168.19299999999996,67.25,368.8,442.01,0.0
8.0,612.45,23.76,-9.92307,11.03,135.175,162.191,66.35,381.54,445.82,0.0
8.0,598.25,23.94,-10.6752,11.513,189.854,196.746,66.3,379.48,446.72,0.0
8.0,526.59,24.05,-9.6359,11.997,191.098,98.101,59.98,371.19,446.18,0.0
8.0,620.57,24.4,-10.6318,12.48,183.118,152.998,66.48,366.95,448.25,0.0
8.0,563.53,24.65,-6.50426,12.181,134.446,99.402,61.65,365.73,449.26,0.0
8.0,472.46,24.39,-7.76598,11.882,131.183,119.653,54.0,368.51,447.04,0.0
8.0,437.08,21.37,-15.6698,6.892,134.79399999999998,86.066,47.85,365.62,430.43,0.0
8.0,496.89,22.13,-14.0393,7.987999999999999,115.935,153.10299999999995,54.32,373.4,435.7,0.0
8.0,393.77,22.55,-12.4864,9.084,94.276,226.788,43.53,382.66,436.29,0.0
8.0,302.47,22.0,-10.5586,10.18,35.194,117.895,32.45,381.87,432.4,0.0
8.0,366.67,22.08,-13.5263,10.037,70.839,153.715,40.22,379.48,433.77,0.0
